"lon","lat","temp","date"
21.75,-26.75,23.4072132110596,1980-06-15
21.75,-26.75,24.0441970825195,1980-06-16
21.75,-26.75,22.6617221832275,1980-06-17
21.75,-26.75,21.8247318267822,1980-06-18
21.75,-26.75,22.0347862243652,1980-06-19
21.75,-26.75,21.1443710327148,1980-06-20
21.75,-26.75,23.0848503112793,1980-06-21
21.75,-26.75,13.9173889160156,1980-06-22
21.75,-26.75,14.3787441253662,1980-06-23
21.75,-26.75,18.2599048614502,1980-06-24
21.75,-26.75,22.4603862762451,1980-06-25
21.75,-26.75,24.8261642456055,1980-06-26
21.75,-26.75,26.8109436035156,1980-06-27
21.75,-26.75,20.4523010253906,1980-06-28
21.75,-26.75,10.7547397613525,1980-06-29
21.75,-26.75,13.4327774047852,1980-06-30
21.75,-26.75,16.707067489624,1980-07-01
21.75,-26.75,20.0751819610596,1980-07-02
21.75,-26.75,20.3509292602539,1980-07-03
21.75,-26.75,20.333683013916,1980-07-04
21.75,-26.75,21.7132453918457,1980-07-05
21.75,-26.75,22.1583995819092,1980-07-06
21.75,-26.75,23.3225135803223,1980-07-07
21.75,-26.75,20.5610885620117,1980-07-08
21.75,-26.75,23.744197845459,1980-07-09
21.75,-26.75,21.2563323974609,1980-07-10
21.75,-26.75,20.5299320220947,1980-07-11
21.75,-26.75,23.0033950805664,1980-07-12
21.75,-26.75,22.76393699646,1980-07-13
21.75,-26.75,22.9834518432617,1980-07-14
21.75,-26.75,23.3279800415039,1980-07-15
21.75,-26.75,23.6218452453613,1980-07-16
21.75,-26.75,23.1495971679688,1980-07-17
21.75,-26.75,22.1875972747803,1980-07-18
21.75,-26.75,23.1317939758301,1980-07-19
21.75,-26.75,22.3336219787598,1980-07-20
21.75,-26.75,24.4741325378418,1980-07-21
21.75,-26.75,26.2429485321045,1980-07-22
21.75,-26.75,25.2420787811279,1980-07-23
21.75,-26.75,24.9312553405762,1980-07-24
21.75,-26.75,23.9347763061523,1980-07-25
21.75,-26.75,22.2581977844238,1980-07-26
21.75,-26.75,22.7648830413818,1980-07-27
21.75,-26.75,21.3810253143311,1980-07-28
21.75,-26.75,22.7905006408691,1980-07-29
21.75,-26.75,23.6190071105957,1980-07-30
21.75,-26.75,24.3707046508789,1980-07-31
21.75,-26.75,23.2823505401611,1980-08-01
21.75,-26.75,24.0645847320557,1980-08-02
21.75,-26.75,27.0729866027832,1980-08-03
21.75,-26.75,25.2100944519043,1980-08-04
21.75,-26.75,24.2872867584229,1980-08-05
